id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
182821,base-height ratio,نسبة المسار إلى الارتفاع,rapport base-élévation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182821,النسبة بين مسار التصوير إلى ارتفاعه في زوج من الصور الستريوسكوبية,,True,True
182823,bayonet mount,مسند تشبيك,monture en baïonnette,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182823,أداة خاصة بتسهيل تغيير قطع آلة التصوير,,True,True
182824,beam,حزمة,faisceau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182824,منسوبة إلى الأشعة الموجة الراديوية، حزمة إلكترونات,,True,True
182825,beam angle,زاوية الحزمة,angle de faisceau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182825,الزاوية محسوبة حول محور حزمة من الإشعاع الكهرمغنطيسي,,True,True
182826,beam splitter,مفرِّق الحزمة,répartiteur de faisceau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182826,أداة ضوئية، مرآة عاكسة أو موشور، تنفذ نطاقات طيفية مختلفة من الحزمة,,True,True
182828,beam width (angle),عرض الحزمة، زاوية الحزمة,largeur (angle) de faisceau; envergure du faisceau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182828,يقاس العرض على مستوى عرضي على محور الحزمة وهو متحول والزاوية ثابتة,,True,True
182827,beam-switching tube,أنبوب تحويل الحزمة,tube interrupteur -faisceau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182827,صمام تحويل حزمة الإلكترونات في الحسابات الإلكترونية,,True,True
182829,bearing; azimuth,سمت,direction angulaire; azimut,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182829,اتجاه خط ما مقدرا بزاوية حادة على طول مرجعي,,True,True
182830,beat,خفقة,battement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182830,دورة كاملة من تغيرات السعة,,True,True
182831,beat frequency,تردد الخفقان,fréquence de pulsation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182831,واحد من الترددات التي يتم الحصول عليها عندما يتراكب اهتزازان جيبيان لهما ترددان متقاربان,,True,True
182832,bed-path,قاعدة، سبيل,base-guide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182832,قاعدة آلة تصوير تحمل سكة توجيه لضبط التصوير,,True,True
182833,bellows,مفصل مرن,joint souple,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182833,تجويف جلدي أو قماشي بشكل حجيرة مرنة لا ينفذ منها الضوء، مثبت بين عدسة آلة التصوير والفلم,,True,True
182834,benchmark,نقطة مرجعية,point d'appui; point repère; borne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182834,نقطة مرجعية تستخدم في الخرائط المساحية,,True,True
182835,bimetallic strip gage,شريط مقياس ثنائي المعدن,bande bimétallique de mesure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182835,مقياس للناقلية مفرّع حيث يشير انحراف الشريط ثنائي المعدن نتيجة تغير الحرارة إلى مقدار التغير في الضغط,,True,True
182836,binary,ثنائي,binaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182836,خلية ثنائية، نجم ثنائي…,,True,True
182837,binary cell,خلية ثنائية,cellule binaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182837,دارة يمكن أن تثبَّت في إحدى حالتين مستقرتين لتسجيل رقم واحد من المعلومات الثنائية,,True,True
182838,binary code,رمز ثنائي,code binaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182838,رمز مؤلف من مجموعة عناصر يمكن أن يأخذ كل منها إحدى حالتين ممكنتين,,True,True
182839,binary counter,عداد ثنائي,compteur binaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182839,عداد لحالتين مميزين,,True,True
182840,binary digit,رقم ثنائي,nombre binaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182840,رقم في التدوين الثنائي. إشارة واحدة من لغة تستخدم نوعين متميزتين من الإشارات,,True,True
182841,binary notation,تدوين ثنائي,notation binaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182841,نظام تدوين تكون فيه الأرقام أمثالاً لقوى الأساس، ويستخدم لذلك رقمين فقط: الواحد والصفر,,True,True
182842,binding energy,طاقة الارتباط,énergie de liaison,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182842,طاقة تماسك الجزيئات الكيميائية بعضها مع بعض,,True,True
182843,bionics,بيونية,bionique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182843,دراسة النظم الإلكترونية بمحاكاة نظم الكائنات الحية أو بطريقة متميزة مشابهة لها,,True,True
182844,biosphere,محيط حيوي,biosphère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182844,نطاق من الأرض والقسم السفلي من الغلاف الجوي تتيسر فيه الحياة وتوجد الكائنات الحية,,True,True
182845,bird,طائر,oiseau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182845,مصطلح لصاروخ أو تابع صنعي أو مركبة فضائية,,True,True
182846,bistable multivibrator,مهزّ بحالتي استقرار,multivibrateur bistable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182846,هزازة متعددة التوافقيات لحالتي استقرار,,True,True
182847,bistatic reflectivity,عاكسية ثنائية السكون,réflectivité bistatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182847,عاكس الطاقة على طول خط مغاير للخط الحامل للشعاع الوارد أو مضاف إليه,,True,True
182848,black body,جسم أَسْود,corps noir,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182848,جسم مثالي يشع أو يمتص كل الطاقة,,True,True
182851,black box,صندوق أسْود,boîte noire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182851,أداة إلكترونية مضخَمة تركب في صاروخ أو مركبة فضائية أو طائرة وتنزع كوحدة مستقلة,,True,True
182852,black light,ضوء أسود,lumière noire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182852,تعبير غير تقني عن الأشعة غير المرئية من طيف الإشعاع الكهرمغنطيسي، ويستعمل نادرا عن الأشعة تحت الحمراء,,True,True
182849,black-body emission,إصدار الجسم الأسود,émission du corps noir,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182849,,,True,True
182850,black-body radiation,إشعاع الجسم الأسود,radiation du corps noir,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182850,الإشعاع الكهرمغنطيسي الصادر عن جسم أسود مثالي,,True,True
182853,blisters,فُقاعات,bulles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182853,تتشكل تحت الطبقة الحساسة بسبب انفصال هذه الطبقة عن دعامة الفلم,,True,True
182854,blocking out,طمْس,blocage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182854,تعتيم الأجزاء غير المرغوبة من خلفية صورة سالبة,,True,True
182855,bloom,غبش، ضباب (بخار),buée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182855,ضباب هالي حول حواف صورة سالبة تامة الشفافية,,True,True
182856,blow up (to),كبّر,agrandir,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182856,مصطلح علمي يستخدم في التصوير بمعنى التكبير,,True,True
182857,bolometer,مقياس شدة الطاقة (بولومتر),bolomètre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182857,مقياس شدة الطاقة الإشعاعية مجهز بمقادم كهربائي حساس للحرارة,,True,True
182858,boltzman constant,ثابت بولتزمن,constante de Boltzman,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182858,نسبة الثابت العام للغازات إلى عدد أفوكادرو، ويساوي  1.38  مضروب في 10 أس 23 k/Joule,,True,True
182859,boresight,تسديد,collimation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182859,وضع محور جهاز ما على استقامة محور جهاز آخر في الرادار : توجيه الإشارة المرسلة بدءاً من الهوائي,,True,True
182860,boresight camera,آلة تصوير تسديد,camera collimatrice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182860,آلة تصوير مثبتة بحيث يكون محورها البصري موازياً لمحور آلة تسجيل الاستشعار,,True,True
182861,bougher's law,قانون بوغر,loi de bougher,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182861,علاقة تبين معدل نقص كثافة تدفق حزمة متوازية مستوية من أشعة وحيدة اللون عندما تنفذ من وسط مشتت,,True,True
182862,breaking radiation effect,أثر كسر الإشعاع (الطاقة المشعَّة),effet de rupture de radiation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182862,يكون بصدور إشعاع كهرمغنطيسي نتيجة تسارع إلكترونات مشحونة تحت تأثير قوى جاذبة أو دافعة لنوى ذرية تتحرك هذه الإلكترونات قريباً منها ويستعمل أحياناً المرادف الألماني bremsstrahling,,True,True
182863,brewster angle,زاوية بروستر,angle de brewster,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182863,الزاوية التي يمتصّ عندها الإشعاع الكهرمغنطيسي في الاتجاه العمودي، ويصبح مستقطباً بالكامل,,True,True
182864,brewster point,نقطة بروستر,point de brewster,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182864,"واحدة من ثلاث نقاط يكون فيها استقطاب إشعاع الشمس مساوياً للصفر (النقاط المحايدة) انظر babinet point, arago point",,True,True
182865,brightness,سُطوع,luminance; luminosité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182865,حالة الشدة الضوئية الناتجة من التدفق الضوئي الصادر أو المنعكس,,True,True
182866,brightness range,مدى السطوع,portée de luminance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182866,نسبة السطوع في الأجزاء الأشد إضاءة إلى الأجزاء الأقل إضاءة مقيسة في موقع التصوير,,True,True
182867,brightness temperature,درجة حرارة السطوع,température de luminance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182867,درجة الحرارة الظاهرية لجسم ما مقيسة بمقياس الإشعاع (راديومتر),,True,True
182868,brilliance,زهو,brillance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182868,شدة ظهور لون ما,,True,True
182871,broadside array,صفيف مستعرض,antenne bordée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182871,في الرادار : مجموعة هوائيات يكون اتجاه إشعاعها الأعظمي متعامداً مع مستوى هذه المجموعة,,True,True
182872,bromide paper,ورق بروميدي,papier bromique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182872,ورق ذو طبقة حساسة مؤلفة من بروميد الفضة، وهو سريع التكبير,,True,True
182873,brute force,قوة مهيمنة,force brutale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182873,نظام راداري ذو رؤية جانبية يرحل ويستقبل من هوائي وكأنه طويل يضيق عرض الحزمة ويزيد في تمييز السمت. قارن مع synthetic aperture,,True,True
182874,burned-in image,مرئية متخلفة,image latente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182874,الصورة المتبقية في مخرج إشارة الفيديو لاسطوانة آلة التصوير بعد أن تتحول آلة التصوير إلى مشهد آخر,,True,True
182875,burned-out image,صورة محروقة,imagette; image surexposée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182875,صورة سالبة مفرطة التعريض للنور,,True,True
182876,calibration,معايرة,calibration; calibrage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182876,مقارنة قياسات خاصة بجهاز معين مع جهاز  معياري,,True,True
182877,calibration templet,معايِر,calibreur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182877,مسطرة من الزجاج أو البلاستيك أو المعدن، تستعمل في التصوير المساحي الضوئي، ومصمَّمة وفق ثوابت المعايرة لبيان العلاقة بين النقطة الرئيسية لآلة التصوير ونقاط (علامات) الإسناد,,True,True
182878,callier quotient,حاصل قسمة كاليير,quotient de callier,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182878,النسبة بين كثافة التبعثر وكثافة الانعكاس مقيسة من أجل طبقة تصويرية حساسة، وتدعى أيضاً عامل (Q),,True,True
182879,camera,آلة تصوير,camera,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182879,حجرة معزولة ضوئياً، يسقط فيها خيال جسم خارجي على فلم حسَّاس من خلال فتحة ضوئية متغيرة مزودة بعدسة أو عدة عدسات وبمغلاق. يلتقط الفلم خيال الجسم الخارجي المقصور على شكل صورة,,True,True
182880,camera axis,محور آلة التصوير,axe du caméra,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182880,الخط العمودي على الصورة الملتقطة على تعدد العدسات، يعرَّف المحور بأنه الخط العمودي على الصورة لوحدة المنظور المركزي أو العمودي على الصورة المحوَّلة,,True,True
182881,camera calibration,معايرة آلة التصوير,calibrage du caméra,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182881,تحديد البعد البؤري وموقع النقطة الرئيسية بالنسبة لعلامات الإسناد. في حال تعدد العدسات، تشمل المعايرة تحديد الزوايا بين عدسة وأخرى. وفي التصوير المساحي، يضاف إلى ذلك تحديد مركز التناظر وتمييز العدسة ودرجة تسطُّح المستوى البؤري,,True,True
182882,camera magazine,مخزن آلة التصوير,magasin du caméra,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182882,القسم الممكن نزعه من آلة تصوير، ويحوي الأجزاء المعرَّضة وغير المعرضة من الفلم,,True,True
182883,camera multiband,آلة تصوير متعددة النطاقات,caméra à bandes multiples (multibande),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182883,آلة تصوير تعرض مساحات مختلفة من مشهد واحد أو أكثر باستخدام  عدسة واحدة ومفرق للحزمة الضوئية، أو باستخدام عدستين أو أكثر  مجهزة بمرشحات مختلفة للحصول على صورتين أو أكثر في نطاقات طيفية مختلفة,,True,True
182884,camera multiple lens,آلة تصوير متعددة العدسات,caméra à lentilles multiples (multi-objectif),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182884,آلة تصوير ذات عدستين أو أكثر تكون محاور العدسات فيها مرتبة بانتظام وبزوايا محددة لتغطية مجال واسع وبتعريض متزامن,,True,True
182885,camera port,مرفأ آلة التصوير,port du caméra,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182885,النافذة الكائنة في منصة الاستشعار عن بعد والتي تُشغّل آلة التصوير من خلالها,,True,True
182886,camera station,محطة آلة التصوير,station du caméra,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182886,موقع في الفضاء أو في الجو تعمل آلة التصوير عنده في لحظة التعريض,,True,True
182887,camera tube,أنبوب آلة التصوير,tube du caméra,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182887,أنبوب حزمة ضوئية - إلكترونية يستعمل في آلة التصوير التلفزيوني، ينتقل فيه تيار إلكتروني صادر عن صورة ضوئية، تسمح بأسلوب يؤدي إلى إعطاء إشارة كهربائية,,True,True
182888,candela,كنديلا,candela,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182888,الوحدة الدولية لشدة الإضاءة : تبلغ شدة إضاءة جسم أسود مشعّ عند درجة حرارة تصلب البلاتين المصهور، 60 كنديلا/سم²,,True,True
182889,candle power,شدة الإضاءة,pouvoir chandelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182889,شدة الإضاءة مقدرة بالكنديلا,,True,True
182890,capacitor,مكثِّف,condensateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182890,دارة كهربائية مؤلفة من زوج أو أكثر من الصفائح معزولة بعضها عن بعض بمادة عازلة,,True,True
182891,cardinal altitude; flight altitude,ارتفاع الطيران,altitude de vol,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182891,ارتفاع الطيران مقدراً بعدد صحيح من آلاف الأقدام,,True,True
182892,cardinal effect,تأثير التعريض الأصلي,effet cardinal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182892,مصطلح يستعمل في الرادار للتعبير عن تغير الشدة بتغير زوايا تعريض أجسام تمسح بالحزمة الرادارية,,True,True
182893,cardinal points,نقاط أصلية,points cardinaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182893,النقطتان الرئيسيتان، والنقطتان العقديتان، والنقطتان البؤريتان، الخاصة بعدسة ثخينة أو مجموعة عدسات,,True,True
182894,carrier wave,موجة حاملة,onde porteuse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182894,يتم توليدها بواسطة نظام إرسال، وتعدَّل بالإشارة,,True,True
182895,cartesian coordinates,إحداثيات ديكارتية,coordonnées cartésiennes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182895,نظام إحداثيات لتحديد موقع نقطة في الجو أو في الفضاء، نسبة إلى ثلاثة مستويات مختلفة تسمى مستويات الإحداثيات,,True,True
182896,cartography,رسم الخرائط,cartographie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182896,علم خاص بإنشاء الخرائط,,True,True
182897,cartography enhancement,تعزيز الخرائط,rehaussement cartographique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182897,إضافة الأسماء  والحدود  والطرق والسكك الحديدية وغيرها من المعلومات إلى خرائط الأساس,,True,True
182898,cartridge film,محفظة الفلم,cartouche (porte) film,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182898,حاوية  عازلة للضوء تلقَّم بالفلم في الظلام، ثم  توضع في  آلة التصوير,,True,True
182899,cascade,تعاقُب,cascade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182899,ترتيب سلسلة من الأدوات يكون خرج إحداها مغذياً لدخل الأخرى، من أجل تضخيم (تكثيف) التأثير الإلكتروني,,True,True
182900,cascade shower,زخَّة متعاقبة,averse en cascade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182900,انبلاج جماعي متعاقب للأشعة الكونية,,True,True
182901,cassegrain telescope,مقارب كاسجرين، تلسكوب كاسجرين,télescope de cassegrain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182901,تلسكوب عاكس مجهز بمرآة على شكل قطع زائد، تعكس الحزمة الضوئية المجمّعة المرتدة من مرآة أولية نحو فتحة في هذه المرآة ويتميز بذلك عن تلسكوب نيوتن حيث يتم التكبير بواسطة عدسات انكسار,,True,True
182902,cassette,حافظة,cassette,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182902,حاوية للفافة الفلم تلقّم في غرفة مظلمة وأيضاً حاوية لحفظ الشريط الممغنط,,True,True
182903,cathode-ray tube (CRT),أنبوب الأشعة المهبطية,tube cathodique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182903,أنبوب تفريغ يولد حزمة إلكترونات مركزّة في بؤرة يمكن حرفها بحقل كهربائي و/أو بحقل مغناطيسي. الأنبوب مجهز بمدفعة إلكترونات لتوجيه الحزمة نحو شاشة فلورية تضيء نقاط المسح,,True,True
182904,ceiling,سقْف,plafond,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182904,أقصى ارتفاع تبلغه الطائرة,,True,True
182905,celestial sphere,قبة سماوية,sphère céleste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182905,كرة خيالية مركزها الكرة الأرضية، ونصف قطرها لانهائي، تحوي سائر الأجرام السماوية,,True,True
182906,cell,خليَّة,cellule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182906,مساحة على سطح الأرض يصدر عنها إشعاع كهرمغنطيسي,,True,True
182907,celsius (C°); centigrade,سلسيوس,celsius; centigrade (C°),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182907,سلَّم لقياس درجات الحرارة تكون بموجبه درجة تجمد الماء صفراً ودرجة غليان الماء مائة ويدعى أيضا سلّم سنتغراد,,True,True
182908,center line,خط المركز,ligne de centre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182908,في التصوير المساحي الضوئي، هو الخط المرسوم من مركز صورة عمودية إلى مركز الصورة المنقولة,,True,True
182909,center photograph,مركز الصورة,centre de photo,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182909,مركز الصورة محدداً بعلامات الإسناد في آلة التصوير حيث يتطابق مركز الصورة مع نقطة المركز,,True,True
182910,center point,نقطة المركز,point du centre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182910,النقطة الواقعة في مركز الصورة وتقابل المحور البصري لآلة التصوير تسمى أيضاً المركز البصري أو النقطة الرئيسية,,True,True
182911,center radial,مركز محوري,centre radial,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182911,نقطة مختارة على صورة ما لتُرسم منها إلى مختلف نقاط الصورة، أو لتقاس اعتبارا منها أطوال هذه المحاور,,True,True
182912,center substitute,مركز بديل,centre de remplacement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182912,نقطة على الصور المتراكبة تستخدم كمركز محوري عوضاً عن النقطة الرئيسية,,True,True
183497,centre de projection,مركز منظوري,centre de projection,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183497,نقطة بداية أو نهاية حزمة من الأشعة المنظورية نقطتان من هذا النوع، مرتبطان بالصور المساحية تسميَّان المركز المنظوري الداخلي والمركز المنظوري الخارجي,,True,True
182913,centroid,مركز متوسط,centroïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182913,نقطة إحداثيات يتم اختيارها كيفياً داخل مساحة صغيرة محددة على خريطة أو صورة,,True,True
182914,characteristic curve; sensitometric curve,منحنٍ مميِّز,courbe caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182914,منحن يبين العلاقة بين التعريض والكثافة الناتجة في صورة ضوئية,,True,True
182915,chart,خريطة,carte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182915,خريطة مصممة للاستعمال الملاحي,,True,True
182916,chemical fog,ضباب كيميائي,voile chimique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182916,يظهر على الفلم وينتج عن أسباب كيميائية كاستخدام مظهر مفرط الفاعلية أو غير نقي,,True,True
182917,chemiluminescence,تألُّق كيميائي,luminescence chimique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182917,ينتج بفعل كيميائي,,True,True
182918,chemisorption,امتزاز كيميائي,adsorption chimique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182918,تماسك سائل أو غاز على السطح الخارجي لجسم صلب أو داخله بفعل قوى أو روابط كيميائية,,True,True
182919,chemosphere,طبقة جوكيميائية,chimiosphère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182919,طبقة جوية على ارتفاع 20 إلى 50 ميلاً ذات نشاط كهربائي ضوئي كيميائي. طبقة الأوزون,,True,True
182920,chirp,تنغيم,gazouillement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182920,يتم بواسطة شبكة إلكترونية في تقنيات تمدد وانضغاط النبضة المطبقة على النبضات الرادارية,,True,True
182921,chloride paper,ورق كلوريدي,papier chloruré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182921,ورق مطلي بمستحلب كلور الفضة، يستعمل كورق بطيء الطبع بالتماس أو كورق بطيء  جداً في التكبير,,True,True
182922,chlorobromide paper,ورق كلوروميدي,papier bromochloruré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182922,ورق مطلي بمستحلب من خليط بروم الفضة وكلور الفضة، يستعمل كورق سريع الطبع بالتماس أو كورق متوسط سرعة التكبير,,True,True
182923,chop (to),قَطَعَ بشكل متناوب,interrompre périodiquement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182923,فعل قطع الإشعاع الكهرمغنطيسي الوارد، بشكل  متناوب، مما يتيح للكاشف (detector) استقبال هذا الإشعاع والإشعاع الكهرمغنطيسي المرجعي بشكل متناوب,,True,True
182924,chopper,قاطع متناوب,interrupteur de faisceau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182924,جهاز دوَّار يستخدم لقطع الإشارات الراديوية المستمرة المرسَلة أو المستقبَلة,,True,True
182925,chroma,مقياس كروما,chroma,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182925,أحد مقاييس (Munsell) للألوان,,True,True
182926,chromatic aberration,زيغ لوني,aberration chromatique; chromatisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182926,عيب في عدسة يؤدي إلى عدم تجميع الأشعة الضوئية من الألوان المختلفة في بؤرة واحدة في الفراغ,,True,True
182927,cinching,تثبيت,fixation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182927,إحكام شدّ لفّة الفلم في آلة التصوير,,True,True
182928,circle of confusion,دائرة تشويش,cercle de confusion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182928,خيال دائري لجسم نقطي بعيد، كالنجوم مثلاً، يتشكل في المستوى البؤري للعدسة لأسباب منها : عدم وضع البؤرة في نقطة التركيز، وتأثير الزيغ، وانعراج العدسة,,True,True
182930,circular mil,مل دائري,mil circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182930,وحدة قياس المساحات الدائرية الصغيرة نصف قطرها واحد بالألف من البوصة، ومساحتها 7.85 مضروب في 10أس -7 إنش مربع,,True,True
182931,circular polarization,استقطاب دائري,polarisation circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182931,استقطاب موجه ناشئٌ عن دوران شعاع (متجه vector) كهربائي ثابت في مستو بحيث يرسم  دائرة,,True,True
182932,circular scanning,مسح دائري,balayage circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182932,المسح بواسطة مرآة تدور حول محور عمودي على سطح المنطقة قيد المسح,,True,True
182929,circulary polarized wave,موجة مستقطَبة دائريا,onde polarisée en cercle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182929,موجة كهرمغنطيسية يكون شعاع  (vector) الحقل الكهربائي والحقل المغناطيسي في أية نقطة منها على شكل دائري,,True,True
