id,english,arabic,french,uri,description,vt,uatv
146257,dauber,عامل حفر,sondeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146257,,True,True
146258,debris; rock waste,أَنقاض,débris,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146258,كُسَارَة صخرية مفككة نتجت من تفتت الصخور,True,True
146259,decay,اضمحلال,délabrement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146259,,True,True
146260,declination,انحراف,déclinaison,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146260,الزاوية الحاصلة بين اتجاه الإبرة المغناطيسية والشمال الحقيقي وهي تختلف باختلاف الموقع الجغرافي,True,True
146261,declivity,انحدارية,déclivité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146261,,True,True
146262,decollement,انفصال,décollement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146262,,True,True
146263,decomposition,تَحلُّل,décomposition,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146263,تفتت الصخور بالعمليات الكيميائية الناجمة عن التجوية,True,True
146264,deep,عميق,profond,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146264,,True,True
146265,deflation,تذرية,déflation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146265,نقل المواد من الشاطئ أو من أي أرض أخرى بفعل الرياح,True,True
146266,deflection; deflexion,انعطاف,déflexion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146266,تغير مفاجئ في منحى الجبل,True,True
146267,deformability,قابلية التشوه,déformabilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146267,,True,True
146268,deformation,تَحَرُّف,déformation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146268,تغير الشكل الأصلي للكتل الصخرية وما تحتويه من أحافير أو مستحاثات,True,True
146269,degree of shrinkage,نسبة الانكماش,degré de contraction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146269,,True,True
146270,delta,دلته، دَلْتَا,delta,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146270,أرض مثلثية الشكل تقريبا عند مصب الأنهار وتتكون من رواسب طمية,True,True
146271,deltaic,دلتي، دلتاوي,deltaïque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146271,دلتي الشكل,True,True
146272,deltaic deposits,توضعات دلتية,dépôts deltaïques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146272,,True,True
146273,deltaic plain,سهل دلتي,plaine deltaïque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146273,,True,True
146274,demarcation,تخطيط الحدود,démarcation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146274,,True,True
146275,dendrite,تغصُّن,dendrite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146275,تفرُّع يشبه الشجر يشاهد على سطح الصخر أو المعدن وينتج من تبلور بعض المعادن وبخاصة أوكسيد المنغنيز,True,True
146277,dendritic structure,بنية متشجرة، بنية متغصنة,structure dendritique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146277,,True,True
146276,dendritic; dendroid,شَجَري، تغصّني,dendritique; dendroïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146276,,True,True
146278,denudation,تعرية,dénudation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146278,إزالة الصخور في هيئة حطام وفتات بفعل العوامل الفيزيائية,True,True
146279,deposit,ترسُّب,gisement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146279,,True,True
146280,deposited,متوضِّع، مترسِّب,déposé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146280,,True,True
146281,deposition; sedimentation,توضُّع، ترسّب,déposition; sédimentation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146281,,True,True
146282,depressed,غائر,affaissé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146282,,True,True
146283,depression,منخفض,dépression,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146283,مكان غائر في سهل محاط بأرض مرتفعة,True,True
146284,dermal layer,طبقة أَدَمِية,couche dermique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146284,,True,True
146285,derrick,بُرْج حَفْر,tour de forage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146285,,True,True
146286,descending spring,نَبْع هابط,source descendante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146286,,True,True
146287,desert,صحراء,désert,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146287,,True,True
146288,desert belt,حِزَام صحراوي,ceinture désertique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146288,,True,True
146289,desert zone,نطاق صحراوي,zone désertique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146289,,True,True
146290,desquamation; exfoliation,تقشُّر,desquamation; exfoliation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146290,,True,True
146291,destruction,تهدُّم,destruction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146291,,True,True
146292,destructive,هدّام,destructif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146292,,True,True
146293,detonating gas,غاز مفجِّر,gaz tonnant; gaz détonnant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146293,,True,True
146294,detriction,تحطم,désagrégation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146294,,True,True
146295,detrital,حُطامي,détritique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146295,صخر مؤلف من حطام صخور أخرى,True,True
146296,detrital rocks,صخور فتاتية,roches détritiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146296,,True,True
146297,detrital sediments,رواسب فتاتية,sédiments détritiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146297,,True,True
146298,detritus,حُطام، حُتات، فُتات,détritus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146298,,True,True
146299,devastation,اكتساح,dévastation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146299,,True,True
146300,deviation,انحراف,déviation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146300,,True,True
146301,devonian,ديفوني,dévonien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146301,,True,True
146302,devonian system,نظام(ال...) الديفوني,système dévonien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146302,,True,True
146303,dextral,يميني,dextral,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146303,اتجاه التفافه إلى ناحية اليمين,True,True
146304,dextral fault,صَدْع يميني,faille dextrale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146304,,True,True
146305,diabase,دياباز,diabase,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146305,صخر يتكون أساسا من البلاجيوكلاز والأوجيت، به حبيبات بلاجيوكلاز كبيرة محاطة بحبيبات دقيقة من البيروكسين,True,True
146306,diaclase,فَاصِل,diaclase; joint,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146306,,True,True
146307,diafragms; diaphragms,حواجز فاصلة,diaphragmes; cloisons,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146307,,True,True
146308,diagenesis,نشأة لاحقة,diagenèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146308,عمليات فيزيائية وكيميائية تتعرض لها الرسوبيات بعد توضعها وتؤدي إلى تماسكها وتشمل ارتصاص عناصرها وتلاحمها وإعادة تبلورها أو استبدال معادنها بالإحلال بمعادن أخرى مثل التحول الدولوميتي,True,True
146309,diagonal,قُطري,diagonal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146309,,True,True
146310,diamond,ألماس,diamant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146310,معدن مركب من الكربون المتبلور وهو أعلى المعادن صلادة ويتبلور في النظام المكعبي وهو من الأحجار الكريمة,True,True
146311,diaphanous,شفَّاف,diaphane,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146311,,True,True
146312,diaphragm,حِجَاب,diaphragme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146312,,True,True
146313,diapir folds,طيات اختراقية,plis diapiriques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146313,,True,True
146314,diastem,فصلة، ثغرة استراتغرافية,diastème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146314,انقطاع لفترة قصيرة في الترسيب,True,True
146315,diatom,دياتوم,diatomées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146315,نبات مجهري من وحيدات الخلية له هيكل سيليسي,True,True
146316,diatoma,طحالب,diatomées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146316,,True,True
146317,diatomaceous,دياتومي,à diatomées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146317,,True,True
146318,diatomite,دياتوميت,diatomite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146318,صخر سيليسي ينتج عن تراكم هياكل الدياتومات السيليسية,True,True
146319,diatreme,مدخنة بركانية,diatrème; cheminée volcanique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146319,,True,True
146320,dichroism,ثنائية اللون,dichroïsme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146320,,True,True
146321,dicyclic,ثنائي الحلقات,bicyclique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146321,,True,True
146322,dicyclic apical system,نظام قمي الدورة,système apical bicyclique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146322,في القنفذيات,True,True
146323,dicyclic crinoids,زنبقانيات مزدوجة الدورة,crinoïdes bicycliques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146323,,True,True
146324,diductor muscle,عضلة مبعّدة,muscle diducteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146324,,True,True
146325,differentiation (magmatic...),تمايز مُهلي,différenciation magmatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146325,انفصال مكونات المهل وتمايزها إلى صخور نارية مختلفة التركيب,True,True
146326,differentiation attraction,جذب تمايزي,attraction différentielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146326,,True,True
146327,diffraction,انشطار,diffraction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146327,,True,True
146328,diffraction axis,محور الانشطار,axe de diffraction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146328,,True,True
146329,diffusion,انتشار,diffusion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146329,,True,True
146330,dig well,بئر محفورة يدويا,puits ordinaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146330,,True,True
146331,digging,حَفْر,fouille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146331,,True,True
146332,digital,رقمي,numérique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146332,,True,True
146333,digitation,تصبُّع,digitation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146333,طيات محدّبة مضطجعة ثانوية تتشعب من طية مضطجعة رئيسية وتشبه الأصابع,True,True
146334,dike,جُدَّة قاطعة، سَدٌّ بركاني,dyke; dike,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146334,اندساس من الصخور النارية بشكل الجدار بقطع الصخور,True,True
146335,dike swarm,شبكة جدات قاطعة,essaim de dykes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146335,,True,True
146336,dilatation; dilation,تمدُّد,dilatation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146336,تمدد الجليد في الشقوق بسبب ازدياد حجمه,True,True
146337,diluvial; diluvian,فَيْضي,diluvial; diluvien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146337,,True,True
146338,diluvium,راسب طوفاني,diluvium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146338,,True,True
146339,dimension,بُعْد,dimension,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146339,,True,True
146340,dimorphism,ازدواج الشكل,dimorphisme; dimorphie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146340,- حالة وجود شكلين مختلفين لنوع حيواني واحد - حالة وجود شكلين بلوريين مختلفين بمعدن ذي تركيب كيميائي واحد,True,True
146341,dimorphous; dimorphie,ثنائي التبلُّر، ثنائي الشكل,dimorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146341,,True,True
146342,diopside,ديوبسيد,diopside,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146342,معدن من البيروكسينات,True,True
146343,diorite,ديوريت,diorite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146343,صخر ناري عميق النشأة مؤلف أساسا من البلاجيوكلاز الصودي والهورنبلند والبيوتيت أو البيروكسين مع قليل من المرو والأورتوكلاز,True,True
146344,dip,مَيْل,inclinaison; inclination,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146344,الزاوية التي تميل بها الطبقة عن الأفق,True,True
146345,dip circle; dip compass,بوصلة الميل,boussole d'inclinaison,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146345,,True,True
146346,diplodocus,ديبلودوكوس,diplodocus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146346,جنس من الزواحف العملاقة البائدة (الديناصورات),True,True
146347,diploid,ثنائي الصبغيات,diploïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146347,,True,True
146348,dipping,مائل,incliné,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146348,,True,True
146349,direction,اتجاه,direction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146349,,True,True
146350,direction of the strata,اتجاه الطبقات,direction de strates,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146350,,True,True
146351,discharge,تفريغ,décharge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146351,,True,True
146352,disconformity,تخالف,discordance d'érosion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146352,لا توافق بين مجموعتين من الطبقات المتوازية بسبب تعرض سطح المجموعة السفلى للحت,True,True
146353,discontinuity,انقطاع,discontinuité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146353,تغير مفاجئ أو سريع للصفات الفيزيائية لمواد القشرة الأرضية,True,True
146354,discontinuity in sedimentation,انقطاع في الترسيب,discontinuité dans la sédimentation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146354,,True,True
146355,discordant,متخالف,discordant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146355,,True,True
146356,disharmonic folding,طي غير منسق,plissement disharmonique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146356,,True,True
146357,disintegration,تفتت,désintégration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146357,تفتت الصخر الميكانيكي بعوامل التعرية,True,True
146358,disjunction; disjointing,انفصال,disjonction; séparation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146358,,True,True
146359,disjunctive rocks,صخور منفصلة,roches disjointes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146359,,True,True
146360,disjunet,منفصل,disjoint,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146360,,True,True
146361,dislocated,متخلّع,disloqué,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146361,,True,True
146362,dislocation breccia,بريشة التخلّع، بريشة التشوه,brèche de dislocation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146362,على الفوالق,True,True
146363,dislocation zone,منطقة تخلع,zone de dislocation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146363,,True,True
146364,dispersion,تشتُّت,dispersion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146364,تشتت الضوء نتيجة لاختلاف قرائن الانكسار باختلاف موجة الضوء النافذ في البلورات,True,True
146365,displacement,إزاحة,déplacement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146365,,True,True
146366,disruption,تمزُّق,rupture,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146366,,True,True
146367,disseminated,مُبعثَر,disséminé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146367,,True,True
146368,disseminated ore,ركاز مبعثر,minerai disséminé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146368,ركاز يحوي جسيمات صغيرة معدنية مبعثرة في الصخر,True,True
146369,dissemination,تبعثُر,dissémination,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146369,,True,True
146370,dissipation,تبديد,dissipation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146370,,True,True
146371,dissociation,تفكُّك,dissociation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146371,تحلل المادة إلى مواد أخرى مثل تحلل كربونات الكلسيوم بالحرارة إلى أوكسيد الكلسيوم وثاني أوكسيد الكربون,True,True
146372,distensional fault,صَدْع الشّدّ,faille de distension,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146372,,True,True
146373,distorsion and dilation,اعوجاج وتمدّد,distorsion et dilatation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146373,,True,True
146374,distorted,مشوَّه، ملتوٍ,tordu; déformé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146374,التغير في الشكل,True,True
146375,distributary,فرع نهري,bras d'une rivière; bras d'un fleuve,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146375,,True,True
146376,disturbance,اضطراب,perturbation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146376,,True,True
146377,divergent plates,صفائح متباعدة,plaques divergentes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146377,,True,True
146378,diversion dam,سدّ تحويلي,barrage de dérivation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146378,,True,True
146379,divide,مرتفع فاصل,ligne de partage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146379,خط المرتفعات حيث تتجه المجاري المائية في اتجاهين متعاكسين,True,True
146380,dividing line,خط الانفصال,ligne de démarcation; ligne de séparation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146380,,True,True
146381,divisional plane,مستوى الانفصال,plan de disjonction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146381,,True,True
146382,dodecahedron,ذو الاثني عشر وجها,dodécaèdre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146382,شكل مشتق من النظام البلوري المكعبي يتكون من اثني عشر وجها,True,True
146383,dolerite,دوليريت,dolérite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146383,صخر بركاني يشبه البازلت به بلورات كبيرة من البلاجيوكلاز تحيط بها حبيبات من البيروكسين,True,True
146384,doline,هُوَّة طبيعية,doline,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146384,نتيجة تحلل الأملاح,True,True
146385,dolomite,دولوميت,dolomite; dolomie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146385,معدن يتكون من كربونات الكلسيوم والمغنزيوم,True,True
146386,dolomitic,دولوميتي,dolomitique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146386,,True,True
146387,dolomitic limestone,حجر جير دولوميتي,calcaire dolomitique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146387,,True,True
146388,dolomitization,دَلْمَتة,dolomitisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146388,عملية احلال كربونات المغنزيوم في الحجر الكلسي محل كربونات الكلسيوم,True,True
146389,dome,قبّة,dôme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146389,بنية تميل فيها الطبقات إلى الخارج في جميع الاتجاهات,True,True
146390,dominant faults line,خط الصدوع السائدة,ligne de failles dominantes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146390,,True,True
146391,domite,دوميت,dômite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146391,صخر بركاني من نوع التراخيت,True,True
146392,dormant volcano,بركان ساكن,volcan en sommeil,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146392,,True,True
146393,down grade,انحدار,pente descendante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146393,,True,True
146394,downcreep (soil...),انزلاق التربة,glissement de terres,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146394,,True,True
146395,downthrow,رمية سفلى,rejet vers le bas,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146395,القسم الهابط من الطبقة أو الطبقات على جانبي الصدع أو الفالق,True,True
146396,drag fold,طية سحْب,pli d'étirement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146396,حدوث طيات ثانوية في الطبقات الطَّيِّعَة عندما تتحرك مع الطبقات العَصِيَّة التي تحصرها,True,True
146397,drainage,تصريف المياه,drainage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146397,,True,True
146398,drawdown (level...),هبوط المنسوب,abaissement de niveau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146398,,True,True
146399,drift,انزياح,dérive,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146399,,True,True
146400,drift boulder,كتلة مجروفة,bloc erratique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146400,,True,True
146401,drifted,مجروف، منقول,charrié,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146401,انتقال المواد من مكانها الأصلي,True,True
146402,drifting,انتقال، انجراف,charriage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146402,,True,True
146403,drill,مثقاب,foret; perçoir; perforateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146403,,True,True
146404,drilling machine,آلة حفر، حفّارة,machine à perforer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146404,,True,True
146405,drilling well,بئر سبر,puits de sondage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146405,,True,True
146406,drowned,مغمور,submergé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146406,,True,True
146407,drowned valley,وادٍ مغمورٌ,vallée submergée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146407,,True,True
146408,drumlin,سنام جليدي، حدبة جليدية,drumlin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146408,رسوبيات جليدية على شكل تلال إِهْلِيلَجِيَة توجد في مجرى الجليدية ويكون قُطرها الكبير موازيا له بالاتجاه,True,True
146409,dry,جَافٌّ,sec,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146409,,True,True
146410,ductile,سَحُوب، مَطِيل,ductile; malléable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146410,,True,True
146411,ductile metals,فلزات مطاوعة,métaux ductiles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146411,,True,True
146412,dunes,كُثْبَان,dunes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146412,,True,True
146413,durability,قوّة التحمّل,durabilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146413,مقاومة المواد للتآكل والتحلل والتفكك,True,True
146414,dust,غبار,poussière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146414,,True,True
146415,dust grain,هباءة,grain de poussière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146415,ج: هباء,True,True
146416,dwarf,قَزْم,nain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146416,كائن حيّ أبعاد جسمه أقل من العادي,True,True
146417,dyke,جُدَّة قاطعة,dyke,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146417,,True,True
146418,dynamic geology,جيولوجيا حركية، جيولوجيا دينامية,géologie dynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146418,,True,True
146419,dynamic level,منسوب حركي,niveau dynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146419,,True,True
146420,dynamic metamorphism,تحوُّل حركي,métamorphisme dynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146420,,True,True
146421,dynamic pressure,ضغط حركي,pression dynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146421,,True,True
146422,dynamic viscosity,لزوجة حركية,viscosité dynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146422,,True,True
146423,early palaezoic,حقب(ال...) القديم المبكر,paléozoïque précoce,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146423,,True,True
146424,earth,أرض، تربة,terre; sol; terrain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=146424,,True,True
