id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
206689,division,تقسيم,division,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206689,,,True,True
206690,division of labour,تقسيم العمل,division du travail,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206690,,,True,True
206691,document,وثيقة,document,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206691,,,True,True
206692,dogmatism,وثوقية، جزميّة,dogmatisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206692,في حالة التسليم بلا تمحيص,,True,True
206693,domain,ميدان، نطاق,domaine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206693,,,True,True
206694,domination,سيطرة,domination,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206694,,,True,True
206695,doubt,شك,doute,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206695,,,True,True
206696,dream,حلم,rêve,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206696,,,True,True
206697,dualism,ثنائية,dualisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206697,,,True,True
206698,duration,ديمومة,durée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206698,,,True,True
206699,duty,واجب,devoir,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206699,,,True,True
206700,dynamical law,قانون حركي,loi dynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206700,,,True,True
206701,dynamical theory,نظرية حركية,théorie dynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206701,,,True,True
206702,economical austerity,تقشّف,austérité économique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206702,,,True,True
206703,economical conditions,شروط اقتصادية,conditions économiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206703,,,True,True
206704,economical crisis,أزمة اقتصادية,crise économique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206704,,,True,True
206705,economical liberalism,ليبرالية اقتصادية,libéralisme économique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206705,,,True,True
206706,ecstasy,وجد,extase,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206706,,,True,True
206707,education,تربية,éducation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206707,,,True,True
206708,effect,معلول,effet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206708,,,True,True
206709,efficacy,فعاليّة,efficacité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206709,,,True,True
206710,efficient cause,علة فاعلة,cause efficient,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206710,,,True,True
206711,effort,جهد,effort,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206711,,,True,True
206712,egocentrism,أنوية، مركزية الذات,égocentrisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206712,مركزية الأنا,,True,True
206713,egoism,أثرة، أنانية,égoïsme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206713,,,True,True
206714,elan vital,اندفاع حيوي,élan vital (vital impulse),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206714,,,True,True
206715,electromagnetical theory,نظرية (ال…) الكهرطيسية,théorie électromagnétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206715,,,True,True
206716,element,عنصر,élément,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206716,,,True,True
206717,eliminative sanction,جزاء الغائي,sanction éliminatrice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206717,,,True,True
206718,emancipation,رشد، تحرّر,émancipation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206718,,,True,True
206719,embryology,علم الأجنّة,embryologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206719,,,True,True
206720,emigration,هجرة الى الخارج,émigration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206720,,,True,True
206721,emotion,انفعال,émotion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206721,,,True,True
206722,emotivity,انفعالية,émotivité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206722,,,True,True
206723,empirical,تجربي,empirique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206723,,,True,True
206724,empiricism,تجربية,empirisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206724,,,True,True
206725,employer,مستخدم,employeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206725,,,True,True
206726,employment,تشغيل، استخدام,emploi,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206726,,,True,True
206727,energy,طاقة,énergie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206727,,,True,True
206728,enjoyment,متعة,jouissance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206728,,,True,True
206729,ens real (in esse),ما هو كائن,ce qui est,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206729,,,True,True
206730,entity,كيان,entité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206730,,,True,True
206731,enunciation,قول، منطوق,énoncé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206731,,,True,True
206732,environment,محيط، بيئة,environnement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206732,,,True,True
206733,envy,حسد,envie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206733,,,True,True
206734,epidemic,وباء,épidémie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206734,,,True,True
206735,epilepsy,صرع,épilepsie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206735,,,True,True
206736,epiphenomenalism of consciousness,اضافية الشعور,épiphénoménisme de la conscience,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206736,,,True,True
206737,epiphenomenon,ظاهرة اضافية,épiphénomène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206737,,,True,True
206738,epistemology,نظرية المعرفة,épistémologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206738,,,True,True
206739,equality,مساواة,égalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206739,,,True,True
206740,equation,معادلة,équation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206740,,,True,True
206741,equilibrium,توازن,équilibre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206741,,,True,True
206742,equity,انصاف,équité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206742,,,True,True
206743,equivalence,تكافؤ,équivalence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206743,,,True,True
206744,equivocal,مشترك,équivoque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206744,,,True,True
206745,erotism,شبق,érotisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206745,,,True,True
206746,erroneous,خاطىء,erroné,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206746,,,True,True
206747,erroneous conscience,ضمير ضالّ,conscience erroné,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206747,,,True,True
206748,erroneous judgment,حكم خاطىء,jugement erroné,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206748,,,True,True
206749,error,خطأ,erreur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206749,,,True,True
206750,error of senses,خداع الحواس,erreur des sens,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206750,,,True,True
206751,escape,هروب,évasion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206751,,,True,True
206752,essence,ماهية، جوهر,essence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206752,,,True,True
206753,essential,ماهوي، جوهري,essentiel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206753,,,True,True
206754,essential definition,التعريف بالماهية,définition essentielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206754,,,True,True
206755,establishment of facts,تقرير الوقائع,établissement des faits,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206755,,,True,True
206756,esthetical judgment,حكم جمالي,jugement esthétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206756,,,True,True
206757,esthetics,علم الجمال,esthétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206757,,,True,True
206758,eternity,أبد,éternité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206758,,,True,True
206759,ethics,علم الأخلاق,éthique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206759,,,True,True
206760,ethnography,أثنوغرافيا، علم الشعوب,ethnographie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206760,علم وصف الأجناس البشرية,,True,True
206761,ethnology,أثنولوجيا، علم الأجناس البشرية,ethnologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206761,,,True,True
206762,evaluation,تقييم,évaluation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206762,,,True,True
206763,event,حادثة,évènement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206763,,,True,True
206764,evidence,بداهة,évidence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206764,,,True,True
206765,evil,شر,mal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206765,,,True,True
206766,evolute,متطور,évolué,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206766,,,True,True
206767,evolute society,مجتمع متطور,société évoluée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206767,,,True,True
206768,evolution,تطوّر,évolution,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206768,,,True,True
206769,evolution of species,تطور الأنواع,évolution des espèces,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206769,,,True,True
206770,exactness,صحة,exactitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206770,,,True,True
206771,exclusion,تخارج,exclusion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206771,,,True,True
206772,exclusive disjunction,فصل مانع,disjonction exclusive,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206772,,,True,True
206773,execution,تنفيذ,exécution,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206773,,,True,True
206774,exigence,اقتضاء,exigence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206774,,,True,True
206775,existence,وجود,existence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206775,,,True,True
206777,existential quantificator,سور جزئي,quantificateur existentiel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206777,,,True,True
206776,existentialism,وجودية,existentialisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206776,,,True,True
206778,expansion,توسّع,expansion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206778,,,True,True
206779,experience,تجربة,expérience,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206779,,,True,True
206780,experimental,تجريبي,expérimental,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206780,,,True,True
206781,experimental method,منهج تجريبي,méthode expérimentale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206781,,,True,True
206782,experimental psychology,علم النفس التجريبي,psychologie expérimentale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206782,,,True,True
206783,experimentation,تجريب,expérimentation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206783,,,True,True
206784,explain (to),فسّر,expliquer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206784,,,True,True
206785,explication,تفسير,explication,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206785,,,True,True
206786,explicit,صريح,explicite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206786,,,True,True
206787,exploitation,استغلال,exploitation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206787,,,True,True
206788,exploitation of human by human,استغلال الانسان للانسان,exploitation de l'homme par l'homme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206788,,,True,True
206789,expression,تعبير، عبارة,expression,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206789,,,True,True
206790,extension,ما صدق,extension,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206790,راجع: denotation,,True,True
206791,extent,امتداد,étendue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206791,,,True,True
206792,extent of pleasures,امتداد اللذات,étendue des plaisirs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206792,,,True,True
206793,extenuating circumstances,ظروف مخفّفة,circonstances atténuantes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206793,,,True,True
206794,external critique,نقد خارجي,critique externe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206794,,,True,True
206795,extraversion,انبساط,extraversion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206795,,,True,True
206796,fact,واقعة,fait,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206796,,,True,True
206797,factitious idea,فكرة مفتعلة,idée factice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206797,,,True,True
206798,factor,عامل,facteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206798,,,True,True
206799,factor (G),عامل,facteur général,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206799,(ع) عامل عام,,True,True
206801,faculties of the soul,قوى النفس,facultés de l'âme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206801,,,True,True
206802,faintness,اغماء,évanouissement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206802,,,True,True
206803,faith,ايمان,foi,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206803,,,True,True
206804,false,كاذب,faux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206804,مقابل صادق,,True,True
206805,false proposition,قضية كاذبة,proposition fausse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206805,,,True,True
206806,falsity,خطأ، بطلان,fausseté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206806,,,True,True
206807,family,أسرة,famille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206807,,,True,True
206808,famine,مجاعة,famine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206808,,,True,True
206809,fanaticism,تعصّب,fanatisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206809,,,True,True
206810,fascism,فاشية,fascisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206810,,,True,True
206811,fatalism,جبرية,fatalisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206811,,,True,True
206812,fate,مصير,sort; destin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206812,,,True,True
206813,fecundity,خصوبة,fécondité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206813,,,True,True
206814,fecundity of pleasures,خصوبة اللذات,fécondité des plaisirs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206814,,,True,True
206815,federation,فيدرالية,fédération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206815,,,True,True
206816,feudality,اقطاعية,féodalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206816,,,True,True
206817,fiat,كن، قرار الفعل,fiat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206817,العزم عليه,,True,True
206818,fiction,خه,fiction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206818,,,True,True
206819,fidelity of remembrances,أمانة الذكريات,fidélité des souvenirs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206819,,,True,True
206820,field,حقل، مجال,champ,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206820,,,True,True
206821,figures of syllogism,أشكال القياس,figures du syllogisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206821,,,True,True
206822,fin,غاية,fin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206822,,,True,True
206826,fin in it self,غاية في ذاته,fin en soi,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206826,,,True,True
206823,finalism,غائية,finalisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206823,,,True,True
206824,finalism theory,نظرية غائيّة,théorie finaliste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206824,,,True,True
206825,finality,قصدية,finalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206825,,,True,True
206827,finitude,مذهب التناهي,finitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206827,,,True,True
206828,first cause,علّة أولى,cause première,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206828,,,True,True
206829,first matter,مادة أولية,matière première,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206829,,,True,True
206830,first mover,محرك (ال…) الأول,premier moteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206830,,,True,True
206831,first quality,كيفية أولية,qualité première ou primaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206831,,,True,True
206832,fixation,تثبيت,fixation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206832,,,True,True
206833,fixation of remembrances,تثبيت الذكريات,fixation des souvenirs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206833,,,True,True
206834,fixed idea,فكرة ثابتة,idée fixe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206834,,,True,True
206835,fixed relation,علاقة ثابتة,relation constante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206835,,,True,True
206836,fluctuation,تقلّب,fluctuation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206836,,,True,True
206837,forgetting,نسيان,oubli,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206837,,,True,True
206838,form,صورة,forme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206838,,,True,True
206841,formal logic,منطق صوري,logique formelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206841,,,True,True
206842,formal truth,صحة صوريّة,vérité formelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206842,,,True,True
206839,formalisation,صورنة,formalisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206839,,,True,True
206840,formalism,صورانية,formalisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206840,أو صورية,,True,True
206843,formula,صيغة,formule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206843,,,True,True
206844,formulation,صياغة,formulation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206844,,,True,True
206845,foundation,أساس,fondement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206845,,,True,True
206846,foundation of mathematics,أساس الرياضيات,fondement des mathématiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206846,,,True,True
206847,frustration,احباط,frustration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206847,,,True,True
206848,function,دالّة,fonction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206848,,,True,True
206849,gains of revolution,مكتسبات الثورة,acquis de la révolution,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206849,,,True,True
206850,genealogy,علم الأنساب,généalogie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206850,,,True,True
206851,general idea,فكرة عامة,idée générale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206851,,,True,True
206852,generalization,تعميم,généralisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206852,,,True,True
206853,generation,جيل,génération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206853,,,True,True
206854,generosity,كرم,générosité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206854,,,True,True
206855,genesis,نشأة، تكوين,genèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206855,,,True,True
206856,genetical psychology,علم النفس التكويني,psychologie génétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206856,,,True,True
206857,genetics,علم الوراثة,génétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206857,,,True,True
206859,gestalt theory,نظرية (ال…) الغشتلطية,théorie de gestalt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206859,,,True,True
206858,gestaltism,غشتلطيّة,gestaltisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206858,,,True,True
206860,given,معطى,donnée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206860,الجمع:معطيات,,True,True
206861,global,اجمالي,global,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206861,,,True,True
206862,gnoseology,نظرية المعرفة المطلقة,gnoséologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206862,,,True,True
206864,good sense,حس سليم,bon sens,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206864,,,True,True
206865,good will,ارادة خيّرة,bonne volonté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206865,,,True,True
206863,goodness,خير,bien (le),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206863,,,True,True
206866,grand term,حد أكبر,terme majeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206866,,,True,True
206867,greatness,عظمة، سموّ,grandeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206867,,,True,True
206868,grey matter,مادة سنجابية,matière grise,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206868,,,True,True
206869,group,جماعة,groupe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206869,,,True,True
206870,groupment,تجمّع,groupement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206870,,,True,True
206871,guarantee,ضمان,caution,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206871,,,True,True
206872,habit,عادة,habitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206872,,,True,True
206873,hallucination,هلوسة,hallucination,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206873,,,True,True
206894,hamanism,أنسية، المذاهب الانساني,humanisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206894,,,True,True
206874,happiness,سعادة,bonheur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206874,,,True,True
206875,hasard,مصادفة,hasard,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206875,,,True,True
206876,hatred,حقد,haine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206876,,,True,True
206877,hereditical transmission,توريث,transmission héréditaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206877,انتقال وراثي,,True,True
206878,heredity,وراثة,hérédité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206878,,,True,True
206879,heredity of acquired characters,وراثة الطباع المكتسبة,hérédité des caractères acquis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206879,,,True,True
206880,heritage,ارث,héritage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206880,,,True,True
206881,hermeneutics,علم التأويل,herméneutique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206881,,,True,True
206882,heterogeneous,غير متجانس,hétérogène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206882,,,True,True
206883,heteronomy,خضوع تبعيّة,hétéronomie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206883,,,True,True
206884,hierarchy,سلّميّة,hiérarchie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206884,تدرج رتبي,,True,True
206885,historical analysis,تحليل تاريخي,analyse historique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206885,,,True,True
206886,historical critique,نقد تاريخي,critique historique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206886,,,True,True
206887,historical determinism,حتمية تاريخية,déterminisme historique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=206887,,,True,True
