term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,no,pl,pt,ru,sl,sr,sv,zh
151-13-07,(equipotential) frame,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-07,إطار (متساوي الجهد),"Bezugspotentialchassis, nBezugspotentialschiene, f",(equipotential) frame,chasis (equipotencial)masa (eléctrica),runko,"masse (électrique), fchâssis (équipotentiel), m",massa,等電位フレーム,등전위 프레임,(utjamnings)ramme,masa elektrycznamasakorpus ekwipotencjalny,massa (eléctrica),(эквипотенциальная) рама,,"еквипотенцијални оквир, м јд",stomme,等电位机架机架
151-13-08,enclosure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-08,غلاف - وعاء,"Umhüllung, f",enclosure,envolvente,kotelo,"enveloppe, f",involucro; custodia,ハウジング,외함,kapsling,obudowa,invólucro,оболочка,,"кућиште, с јд",kapsling,外壳
151-13-09,screen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-09,شاشة,"Schirm, m",screenshield (US),pantalla,suoja,"écran, mblindage (électromagnétique), m",schermo,スクリーン,차폐,skjerm,ekran,ecrãblindagem (electromagnética),экран,,"екран, м јдплашт, м јд",skärm,屏蔽体屏蔽
151-13-10,electric screen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-10,شاشة كهربائية,"elektrischer Schirm, m",electric screenelectric shield  (US),pantalla eléctrica,sähköinen suoja,"écran électrique, m",schermo elettrico,静電遮蔽,전기 차폐,elektrisk skjerm,ekran elektryczny,ecrã eléctrico,электрический экран,,"електрични екран, м јделектрични плашт, м јд",elektrisk skärm,电屏蔽体电屏蔽
151-13-11,magnetic screen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-11,شاشة مغناطيسية,"magnetischer Schirm, m",magnetic screenmagnetic shield  (US),pantalla magnética,magneettinen suoja,"écran magnétique, m",schermo magnetico,磁気遮蔽,자기 차폐,magnetisk skjerm,ekran magnetyczny,ecrã magnético,магнитный экран,,"магнетни екран, м јдмагнетни плашт, м јд",magnetisk skärm,磁屏蔽体磁屏蔽
151-13-12,electromagnetic screen,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-12,شاشة كهرومغناطيسية,"elektromagnetischer Schirm, m",electromagnetic screenelectromagnetic shield  (US),pantalla electromagnética,sähkömagneettinen suoja,"écran électromagnétique, m",schermo elettromagnetico,電磁遮蔽,전자기 차폐,elektromagnetisk skjerm,ekran elektromagnetyczny,ecrã electromagnético,электромагнитный экран,,"електромагнетни екран, м јделектромагнетни плашт, м јд",elektromagnetisk skärm,电磁屏蔽体电磁屏蔽
151-13-13,shield,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-13,درع,"Abtrennung, f",shield,blindaje (mecánico),suojus,"blindage (mécanique), m",barriera; schermo,シールド遮蔽,차폐,verneskjerm,osłona ekranująca,blindagem (mecânica),механический экран,,"плашт, <плашт: IEV 151-12-41> м јд",skyddsskärm,防护物
151-13-14,turn,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-14,دورة -لفة,"Windung, f",turn,espiravuelta,kierrosjohdinkierros,"spire, f",spina,ターン,턴,vinding,zwój,espira,виток,,"навојак, м јд",varv,线匝匝
151-13-15,coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-15,ملف -وشيعة,"Spule, f",coil,bobina,kela,"bobine, f",bobina,コイル,코일,spole,cewka,bobina,катушка,,"навој, м јд",spole,线圈
151-13-16,solenoid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-16,ملف لولبى,"Solenoid, n",solenoid,solenoide,solenoidi,"solénoïde, m",solenoide,ソレノイド,솔레노이드,solenoid,solenoid,solenoide,соленоид,,"соленоид, м јд",solenoid,螺线管
151-13-17,winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-17,ملفات,"Wicklung, f",winding,arrollamientodevanado,käämi,"enroulement, m",avvolgimento,巻線,권선,vikling,uzwojenie,enrolamento,,navitje,"намотај, м јд",,绕组
151-13-18,bifilar winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-18,لَفّ ثنائي السلك,"bifilare Wicklung, f",bifilar winding,arrollamiento bifilar,bifilaarikäämi,"enroulement bifilaire, m",avvolgimento bifilare,二本巻,바이파일러 권선,bifilar vikling,uzwojenie bifilarne,enrolamento bifilar,бифилярная обмотка,,"бифиларни намотај, м јд",bifilärlindning,双线绕组
151-13-19,resistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-19,مقاوم,"Widerstand, m",resistor,resistencia,vastus,"résistance, f",resistore; resistenza,抵抗器,저항기,"motstand, resistor",rezystor opornik,resistorresistência (desaconselhado neste sentido),омическое сопротивлениерезистор,,"отпорник, м јд",motstånd,电阻器
151-13-20,n-terminal resistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-20,مقاومة بعدد N  طرف,"mehrpoliger Widerstand, m",n-terminal resistor,resistencia de n terminales,moninapainen vastus,"résistance à n bornes, f",resistore multipolare; resistenza unipolare,n端子抵抗器,n 단자 저항,n-polsmotstand,rezystor n-końcówkowy rezystor n-zaciskowy,resistor com n terminais,сопротивление с n-выводами,,"отпорник са n прикључака, м јд",n-polsmotstånd,n-端电阻器
151-13-21,potentiometer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-21,مقاومة متغيرة بعدة مخارج,"Potentiometer, n",potentiometer,potenciómetro,potentiometri,"potentiomètre, m",potenziometro,ポテンショメータ,전위차계,potensiometer,potencjometr,potenciómetro,потенциометр,,"потенциометар, м јд",potentiometer,电位器
151-13-22,rheostat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-22,مقاومة متغيرة,"Rheostat, m",rheostat,reóstato,reostaatti,"rhéostat, m",reostato,加減抵抗器,가변 저항기,reostat,rezystor nastawny reostat,reóstato,реостат,,"реостат, м јд",reostat,变阻器
151-13-23,varistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-23,ممانعة متغيرة حسب الجهد,"Varistor, m",varistor,varistancia,varistori,"varistance, f",varistore,バリスタ,바리스터,varistor,warystor,varistor,варистор,,"варистор, м јд",varistor,电压敏电阻器压敏电阻器
151-13-24,thermistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-24,مقاوم حراري,"Thermistor, m",thermistor,termistancia,termistori,"thermistance, f",termistore,サーミスタ,서미스터,termistor,termistor,termistor,термистор,,"термистор, м јд",termistor,热敏电阻器
151-13-25,inductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-25,ملف حثى,"Induktor, m",inductorreactor,inductancia,induktiokelakuristin,"inductance, fbobine d'inductance, f",induttore,インダクタリアクトル誘電子,인덕터리액터,induktor,cewka indukcyjna,indutor,катушка индуктивностииндуктивность,,"индуктор, м јд",induktor,电感器电抗器
151-13-26,n-terminal inductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-26,ملف حثي بعدد N  طرف,"mehrpoliger Induktor, m",n-terminal inductor,inductancia de n terminales,moninapainen induktiokela,"inductance à n bornes, f",induttore multipolare; induttanza multipolare,n端子インダクタ,n 단자 인덕터,n-polsinduktor,cewka indukcyjna n-końcówkowa cewka indukcyjna n-zaciskowa,indutor de n terminais,катушка индуктивности с n-выводами,,"индуктор са n прикључака, м јд",n-polsinduktor,n-端电感器
151-13-27,smoothing inductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-27,ملف حثي للتنعيم,"Glättungsdrosselspule, f",smoothing inductorchoke  (deprecated),inductancia de alisado,tasoituskuristin,"inductance de lissage, f",induttore di spianamento: induttanza di spianamento,チョーク平滑インダクタ,평활 인덕터,glattespole,dławik wygładzającydławik,indutor de alisamento,сглаживающая индуктивность,,"индуктор за пригушивање, м јдпригушница, ж јд",glättningsspole,平滑电感器
151-13-28,capacitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-28,مكثّف,"Kondensator, m",capacitor,condensador,kondensaattori,"condensateur, m",condensatore,コンデンサ,커패시터축전기,kondensator,kondensator,capacitorcondensador (desaconselhado neste sentido),конденсаторемкость,,"кондензатор, м јд",kondensator,电容器
151-13-29,n-terminal capacitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-29,مكثف بعدد N  طرف,"mehrpoliger Kondensator, m",n-terminal capacitor,condensador de n terminales,moninapainen kondensaattori,"condensateur à n bornes, m",condensatore multipolare,n端子コンデンサ,n 단자 커패시터,n-polskondensator,kondensator n-końcówkowy kondensator n-zaciskowy,capacitor de n terminais,конденсатор с n-выводами,,"кондензатор са n прикључака, м јд",n-polskondensator,n-端电容器
151-13-30,blocking capacitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-30,مكثف مانع,"Trennkondensator, mSperrkondensator, m",blocking capacitor,condensador de bloqueo,estokondensaattori,"condensateur de blocage, m",condensatore di blocco,阻止コンデンサ,저지 커패시터,sperrekondensator,kondensator blokujący kondensator zaporowy,capacitor de bloqueio,блокировочный конденсатор,,"кондензатор за блокирање, м јд",spärrkondensator,隔离电容器
151-13-31,(electric) relay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-31,مرحل كهربائي,"elektrisches Relais, nRelais, n",(electric) relay,relé (eléctrico),relesähkörele,"relais (électrique), m",relè (elettrico),電気継電器継電器,전기 계전기,(elektrisk) relé,przekaźnik elektryczny przekaźnik,relé (eléctrico),(электрическое) реле,,"електрични релеј, м јд",elektriskt relä(elektriskt) relä,电气继电器继电器
151-13-32,(electric) shunt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-32,توصيلة (كهربائية) متوازية,"Nebenschlusswiderstand, mNebenwiderstand, mShunt, m",(electric) shunt,shunt (eléctrico),sivupiirisähköinen sivupiiri,"shunt (électrique), m",derivatore,電気分流器分流器,전기 분류기,(elektrisk) shunt,bocznik elektryczny bocznik,chante (eléctrico)shunt (eléctrico),(электрический) шунт,,"електрични шант, м јд",elektrisk shunt(elektrisk) shunt,电分流器分流器
151-13-33,spark-gap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-33,فجوة شرارةِ,"Funkenstrecke, f",spark-gap,explosor,kipinäväli,"éclateur, m",spinterometro,スパークギャップ,불꽃 간극,gneistegap,iskiernik,disruptor,разрядник,,"варничар, м јд",gnistgap,火花间隙
151-13-34,(energy) transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-34,مبدل (الطاقة),"Wandler, m",(energy) transducer,transductor (de energía),muutinenergianmuutin,"transducteur (d'énergie), m",trasduttore (di energia),エネルギー変換器変換器,에너지 변성기,transduser (energiomformar),przetwornik energii,transdutor (de energia),преобразователь (энергии),,"енергетски трансдуктор, м јд",omvandlare,"能量转换器转换器, <相关条目：151-15-38>"
151-13-35,(electric) generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-35,مولد (كهربائي),"elektrischer Generator, mGenerator, m",(electric) generator,generador (de energía eléctrica),generaattorisähkögeneraattori,"générateur (d’énergie) électrique, m",generatore (elettrico),電気発電機発電機,전기 발전기,(elektrisk) generator,generator elektryczny generator,gerador (de energia) eléctrico,(электрический) генератор,,"енергетски генератор, м јд",elektrisk generator,发电机
151-13-36,(electric energy) converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-36,مبدل طاقة (كهربائية),"Umformer, mUmrichter, m",(electric energy) converter,convertidor (de energía eléctrica),muunnin,"convertisseur (d'énergie électrique), m",convertitore (di energia elettrica),変換器電気エネルギー変換器,전기에너지 변환기,omformar,przekształtnik energii elektrycznej przekształtnik,conversor (de energia eléctrica),конвертор (электрической энергии),,"претварач електричне енергије, м јд",omformare,电能变流器变流器电能换流器换流器
151-13-37,(signal) transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-37,مبدل (إشارة),"Signalwandler, m",(signal) transducer,transductor (de señal),muutinsignaalinmuutin,"transducteur (de signal), m",trasduttore (di segnale),信号変換器変換器,신호 변성기,signaltransduser,przetwornik sygnału,transdutor (de sinais),преобразователь (сигнала),,"сигнални трансдуктор, м јд",signalomvandlare,"信号传感器传感器, <相关条目：151-15-48>"
151-13-38,(signal) converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-38,مغير (إشارة),"Signalumformer, mUmsetzer, m",(signal) converter,convertidor (de señal),muunninsignaalinmuunnin,"convertisseur (de signal), m",convertitore (di segnale),信号変換器変換器,신호 변환기,signalomformar,przekształtnik sygnałukonwerter sygnału,conversor (de sinais),конвертор (сигнала),,"сигнални претварач, м јд",signalomformare,"信号转换器转换器, <相关条目：151-15-34>"
151-13-39,electric machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-39,آلة كهربائية,"elektrische Maschine, f",electric machine,máquina eléctrica,sähkökone,"machine électrique, f",macchina elettrica,電気機械,전기 기기,elmaskin,maszyna elektryczna,máquina eléctrica,электрическая машина,,"електрична машина, ж јд",elmaskin,电机
151-13-40,(rotating) generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-40,مولد دوار,"drehender Generator, m",(rotating) generator,generador (rotativo),generaattori,"génératrice (électrique), f",generatore (rotante),回転発電機発電機,회전 발전기,generator,generator wirujący prądnica,gerador (eléctrico),(вращающийся) генератор,,"обртни генератор, м јд",elgenerator,旋转发电机发电机
151-13-41,(electric) motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-41,محرك (كهربائى),"Elektromotor, m",(electric) motor,motor (eléctrico),moottorisähkömoottori,"moteur (électrique), m",motore (elettrico),電動機,전기 전동기,elmotor,silnik elektryczny silnik,motor (eléctrico),электродвигатель,,"електрични мотор, м јд",elmotor,电动机
151-13-42,transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-42,محوّل,"Transformator, mUmspanner, m",transformer,transformador,muuntaja,"transformateur, m",trasformatore,変圧器,변압기,transformator,transformator,transformador,трансформатор,,"трансформатор, м јд",transformator,变压器
151-13-43,frequency converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-43,مغير ترددِ,"Frequenzumformer, mFrequenzumrichter, m",frequency converter,convertidor de frecuencia,taajuusmuuttaja,"convertisseur de fréquence, m",convertitore di frequenza,周波数変換器,주파수 변환기,frekvensomformar,przekształtnik częstotliwości,conversor de frequência,преобразователь частоты,,"претварач фреквенције, м јд",frekvensomformare,"变频器, <相关条目：151-13-71>"
151-13-44,phase converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-44,مغير الطور,"Phasenumformer, mPhasenumrichter, m",phase converter,convertidor de fases,vaiheluvun muuttaja,"convertisseur de phases, m",convertitore di fase,相数変換機,상 변환기,faseomformar,przekształtnik liczby faz,conversor de fases,преобразователь числа фаз,,"претварач фазе, м јд",fas(tals)omformare,变相器
151-13-45,rectifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-45,مقوم,"Gleichrichter, m",rectifier,rectificador,tasasuuntaaja,"redresseur, m",raddrizzatore,整流器,정류기,likerettar,prostownik,rectificador,выпрямитель,,"исправљач, м јд",likriktare,整流器
151-13-46,inverter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-46,مقوم عكسي,"Wechselrichter, m",inverter,inversorondulador,vaihtosuuntaaja,"onduleur, m",invertitore; inverter,インバータ,인버터,vekselrettar,falownik,inversorondulador,инверторобратный преобразователь,,"инвертор, м јд",växelriktare,逆变器
151-13-47,phase shifter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-47,مزيح الطور,"Phasenschieber, m",phase shifter,desfasador,vaiheensiirrin,"déphaseur, m",sfasatore,移相器,위상 이동기,faseforskyvar,przesuwnik fazy,desfasador,фазовращатель,,"уређај за померање фазе, м јд",fasändrare,移相器
151-13-48,(electric) sensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-48,مجس (كهربائي),"elektrischer Messwertaufnehmer, mMesswertaufnehmer, melektrischer Sensor, mSensor, m",(electric) sensor,sensor (eléctrico),anturi,"capteur (électrique), m",sensore (elettrico),"センサ, <電気>",전기 감지기전기 센서,"(elektrisk) sensor, følar",czujnik elektryczny czujnik,sensor (eléctrico),(электрический) датчик,,"електрични сензор, м јд",avkännare,"电传感器传感器, <相关条目：151-15-37>电敏感器敏感器"
151-13-49,(electric) actuator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-49,مشغل (كهربائي),"elektrischer Steller, m",(electric) actuator,accionador (eléctrico),toimilaite,"actionneur (électrique), m",attuatore (elettrico),"アクチュエータ, <電気>",전기 작동기,aktuator,człon wykonawczy elektryczny człon wykonawczy  aktuator elektryczny aktuator,actuador (eléctrico)accionador (eléctrico),(электрический) привод,,"електрични актуатор, м јд",ställdon,电动执行机构执行机构
151-13-50,amplifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-50,مضخّم,"Verstärker, m",amplifier,amplificador,vahvistin,"amplificateur, m",amplificatore,増幅器,증폭기,forsterkar,wzmacniacz,amplificador,усилитель,,"појачавач, м јд",förstärkare,放大器
151-13-51,oscillator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-51,مذبذب,"Oszillator, m",oscillator,oscilador,oskillaattori,"oscillateur, m",oscillatore,発振器,발진기진동자,oscillator,"oscylator, mgenerator drgań, m",oscilador,осциллятор,,"осцилатор, м јд",oscillator,振荡器
151-13-52,pass-band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-52,نطاق مرور,"Durchlassband, nDurchlassbereich, m",pass-band,banda de paso,päästökaista,"bande passante, f",banda passante,通過帯域,통과 대역,passband,pasmo przepustowe,banda passante,полоса пропускания,,"пропусни опсег, м јд",passband,通频带
151-13-53,stop-band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-53,نطاق توقف,"Sperrband, nSperrbereich, m",stop-band,banda de corte,estokaista,"bande affaiblie, fbande atténuée, f",banda di reiezione; banda di arresto,阻止帯域,저지 대역,sperreband,pasmo tłumieniowe,banda cortada,полоса затухания,,"непропусни опсег, м јд",spärrband,阻频带
151-13-54,cut-off frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-54,تردد القطع,"Grenzfrequenz, f",cut-off frequency,frecuencia de corte,rajataajuus,"fréquence de coupure, f",frequenza di taglio,遮断周波数,차단 주파수,grensefrekvens,częstotliwość graniczna,frequência de corte,граничная частотачастота среза,,"гранична фреквенција, ж јд",gränsfrekvens,截止频率
151-13-55,filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-55,مرشِح,"Frequenzfilter, nFilter, n",filter,filtro,suodatin,"filtre, m",filtro,フィルタ,여과기필터,filter,filtr,filtro,фильтр,,"филтер, м јд",filter,滤波器
151-13-56,low-pass filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-56,مرشًح مرور الترددات المنخفضة,"Tiefpassfilter, nTiefpass, m",low-pass filter,filtro de paso-bajo,alipäästösuodatin,"filtre passe-bas, m",filtro passa-basso,低域フィルタ,저역 통과 여과기,lågpassfilter,filtr dolnoprzepustowy,filtro passa-baixo,фильтр нижних частот,,"нископропусни филтер, м јд",lågpassfilter,低通滤波器
151-13-57,high-pass filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-57,مرشًح مرور الترددات العالية,"Hochpassfilter, nHochpass, m",high-pass filter,filtro de paso-alto,ylipäästösuodatin,"filtre passe-haut, m",filtro passa-alto,高域フィルタ,고역 통과 여과기,høgpassfilter,filtr górnoprzepustowy,filtro passa-alto,фильтр верхних частот,,"високопропусни филтер, м јд",högpassfilter,高通滤波器
151-13-58,band-pass filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-58,مرشًح نطاق المرور,"Bandpassfilter, nBandpass, m",band-pass filter,filtro pasa-banda,kaistanpäästösuodatin,"filtre passe-bande, m",filtro a banda passante,帯域フィルタ,대역 통과 여과기,bandpassfilter,filtr środkowoprzepustowy,filtro passa-banda,полосовой фильтр,,"филтер пропусног опсега, м јд",bandpassfilter,带通滤波器
151-13-59,band-stop filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-59,مرشًح نطاق الصد,"Bandsperre, f",band-stop filter,filtro corta-banda,kaistanestosuodatin,"filtre coupe-bande, m",filtro eliminatore di banda,帯域消去フィルタ,대역 차단 여과기,bandsperrefilter,filtr środkowozaporowy,filtro corta-banda,фильтр полосы затухания,,"филтер непропусног опсега, м јд",bandspärrfilter,带阻滤波器
151-13-60,electronic tube,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-60,إنبوب إلكتروني,"Elektronenröhre, f",electronic tube,tubo electrónico,elektroniputki,"tube électronique, m",tubo elettronico; valvola elettronica,電子管,전자관,elektronrøyr (radiorøyr),lampa elektronowa,tubo electrónico,электронная лампа,,"електронска цев, ж јд",elektronrör,电子管
151-13-61,vacuum tube,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-61,إنبوب مفرغ,"Vakuumröhre, f",vacuum tube,tubo de vacío,tyhjiöputki,"tube à vide, m",tubo elettronico a vuoto; valvola elettronica,真空管,진공관,vakuumrøyr,lampa próżniowa,tubo de vácuo,вакуумная лампа,,"вакуумска цев, ж јд",vakuumrör,真空管
151-13-62,gas-filled tube,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-62,إنبوب مملوء غاز,"Gasentladungsröhre, f",gas-filled tube,tubo de gas,kaasutäyteputki,"tube à gaz, m",tubo a riempimento gassoso; valvola a gas,ガス封入電子管,가스 충전관,gassfylt røyr,lampa gazowana,tubo de gás,газонаполненная электронная лампа,,"цев напуњена гасом, ж јд",gasfyllt rör,充气管
151-13-63,semiconductor device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-63,جهاز شبه الموصل,"Halbleiterbauelement, n",semiconductor device,dispositivo semiconductor,puolijohdekomponentti,"dispositif à semiconducteur, m",dispositivo a semiconduttore,半導体デバイス,반도체 소자,halvleiarkomponent,przyrząd półprzewodnikowy,dispositivo semicondutor,полупроводниковое устройство,,"полупроводнички уређај, м јд",halvledarkomponent,半导体器件
151-13-64,photoelectric device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-64,جهازكهرضوئي,"photoelektrisches Bauelement, n",photoelectric device,dispositivo fotoeléctrico,valosähköinen komponentti,"dispositif photoélectrique, m",dispositivo fotoelettrico,光電デバイス,광전 소자,fotoelektrisk komponent,przyrząd fotoelektryczny,dispositivo fotoeléctrico,фотоэлектрическое устройство,,"фотоелектрични уређај, м јд",fotoelektrisk komponent,光电器件
151-13-65,delay line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-65,خط تأخير,"Verzögerungsleitung, f",delay line,línea de retardo,viivästin,"ligne de retard, fligne à retard, f",linea di ritardo,遅延線,지연선,forseinkingsline,linia opóźniająca tor opóźniający,linha de atraso,линия задержки,,"уређај за кашњење, м јд",fördröjningsledning,延迟线
151-13-66,matching network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-66,شبكة موائمة,"Anpassungsnetzwerk, nAnpassungsschaltung, f",matching network,red de adaptación,sovituspiiri,"réseau d'adaptation, m",rete di adattamento,整合ネットワーク,정합 회로망,tilpassingsnett,sieć dopasowująca sieć adaptacyjna,rede de adaptação,согласующая цепь (схема),,"спрегнута мрежа, ж јд",anpassningnät,匹配网络
151-13-67,modulator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-67,مضمّن,"Modulator, m",modulator,modulador,modulaattori,"modulateur, m",modulatore,変調器,변조기,modulator,modulator,modulador,модулятор,,"модулатор, м јд",modulator,调制器
151-13-68,detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-68,كاشف,"Detektor, mBewertungskreis, m",detector,detector,ilmaisin,"détecteur, m",rivelatore,検波器,검파기,detektor,detektor,detector,индикатор,,"детектор, м јд",detektor,检波器
151-13-69,(frequency) mixer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-69,مازج تردد,"Frequenzmischer, m",(frequency) mixer,mezclador (de frecuencias),sekoitintaajuussekoitin,"mélangeur (de fréquences), m",miscelatore (di frequenze),"ミクサ, <周波数の>",주파수 혼합기,frekvensblandar,mieszacz częstotliwości mieszacz,misturador (de frequências),смеситель частот,,"фреквенцијски мешач, м јд",blandare,混频器
151-13-70,frequency translation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-70,إزاحة التردد,"Frequenzumsetzung, f",frequency translationfrequency changingfrequency conversion,cambio de frecuenciaconversión de frecuenciatransposición de frecuencia,taajuuden muuttaminen,"transposition en fréquence, fchangement de fréquence, mconversion de fréquence, f",spostamento di frequenze,周波数変換,주파수 변환,frekvensomformar,przemiana częstotliwości,transposição de frequênciamudança de frequênciaconversão de frequência,сдвиг частотысмещение частоты,,"транслација фреквенције, ж јдпретварање фреквенције, с јдконверзија фреквенције, ж јд",frekvenstransponering,频率变换
151-13-71,frequency changer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-71,مغير الترددِ,"Frequenzumsetzer, m",frequency changer,cambiador de frecuencia,taajuudenmuutin,"changeur de fréquence, m",convertitore di frequenza,周波数変換器,주파수 변환기,frekvensomformar,przemiennik częstotliwości,conversor de frequênciamudador de frequência,конвертор частоты,,"уређај за промену фреквенције, м јд",frekvensomvandlare,"变频器, <相关条目：151-13-43>"
151-13-72,demodulator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-72,إزالة التضمين,"Demodulator, m",demodulator,demodulador,demodulaattori,"démodulateur, m",demodulatore,復調器,복조기,demodulator,demodulator,desmodulador,демодулятор,,"демодулатор, м јд",demodulator,解调器
151-13-73,signal generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-73,مولد إشارات,"Signalgenerator, m",signal generator,generador de señales,signaaligeneraattori,"générateur de signaux, m",generatore di segnale,信号発生器,신호 발생기,signalgenerator,generator sygnałów,gerador de sinais,генератор сигналов,,"генератор сигнала, м јд",signalgenerator,信号发生器
151-13-74,interlocking device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-74,جهاز تعشيق,"Verriegelungseinrichtung, f",interlocking device,dispositivo de enclavamiento,lukitsin,"dispositif de verrouillage, m",dispositivo di blocco,連動装置,연동장치,forriglingsutstyr,urządzenie blokujące,dispositivo de encravamento,блокировочное устройство,,"уређај за забрављивање, м јд",förreglingsdon,连锁机构
151-13-75,power supply (1),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-75,مصدر قدرة (1),"Elektrizitätsversorgung, f",power supply (1),alimentación eléctrica,tehonsyöttö,"alimentation électrique (1), f",alimentazione elettrica,電源 (1),"전원 공급, <관련엔트리: 151-13-76>",energiforsyning,zasilanie elektryczne,alimentação eléctrica (1),электропитание (1),,"напајање енергијом, с јд",energiförsörjning,"电源, <相关条目：151-13-76>"
151-13-76,power supply (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-76,مصدر قدرة (2),"Stromversorgungsgerät, nElektrizitätsversorgungsgerät, nNetzgerät, n",power supply (2),fuente de alimentación,teholähde,"alimentation électrique (2), f",alimentatore elettrico,電源 (2),전원공급기<관련엔트리: 151-13-75>,energiforsyning/nettaggregat/straumforsyning,zasilacz elektryczny zasilacz,alimentação eléctrica (2),электропитание (2),,"јединица напајања, ж јд",nätaggregat,"电源, <相关条目：151-13-75>"
